Date,Confirmation Code,Start Date,Nights,Listing,Gross Earnings
10/11/17,HM3NR53XPZ,10/10/17,7,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",441.24
10/11/17,HM3NR53XPZ,10/10/17,7,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",1324.74
10/11/17,HM3NR53XPZ,10/10/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
10/4/17,HMP3DDNX2T,10/3/17,5,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",376.25
10/4/17,HMP3DDNX2T,10/3/17,5,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",1128.75
10/4/17,HMP3DDNX2T,10/3/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
10/4/17,HMM8CTCQ3E,10/3/17,4,Huge Guesthouse near Stanford: 2 Bedr+office+patio,1279.2
10/4/17,HMM8CTCQ3E,10/3/17,4,Huge Guesthouse near Stanford: 2 Bedr+office+patio,319.8
10/4/17,HMM8CTCQ3E,10/3/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
9/26/17,HM8N3TFYPX,9/25/17,23,"Retro Suite, 2 sleeping areas- near Stanford",2537.52
9/26/17,HM8N3TFYPX,9/25/17,23,"Retro Suite, 2 sleeping areas- near Stanford",634.38
9/26/17,HM8N3TFYPX,9/25/17,,"Retro Suite, 2 sleeping areas- near Stanford",
9/25/17,HMTE89ZCNT,9/24/17,6,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",351.25
9/25/17,HMTE89ZCNT,9/24/17,6,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",1053.75
9/25/17,HMTE89ZCNT,9/24/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
9/25/17,HMTE89ZCNT,9/24/17,6,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",23.75
9/25/17,HMTE89ZCNT,9/24/17,6,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",71.25
9/20/17,HMJ48KCAHD,9/19/17,3,"Retro Suite, 2 sleeping areas- near Stanford",430.4
9/20/17,HMJ48KCAHD,9/19/17,3,"Retro Suite, 2 sleeping areas- near Stanford",107.6
9/20/17,HMJ48KCAHD,9/19/17,,"Retro Suite, 2 sleeping areas- near Stanford",
9/17/17,HMZBWCWEBA,9/16/17,12,Huge Guesthouse near Stanford: 2 Bedr+office+patio,2734.6
9/17/17,HMZBWCWEBA,9/16/17,12,Huge Guesthouse near Stanford: 2 Bedr+office+patio,683.65
9/17/17,HMZBWCWEBA,9/16/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
9/16/17,HMJQMTJ3MH,9/15/17,8,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",462.77
9/16/17,HMJQMTJ3MH,9/15/17,8,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",1386.23
9/16/17,HMJQMTJ3MH,9/15/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
9/12/17,HMNCEME2JX,9/11/17,3,"Retro Suite, 2 sleeping areas- near Stanford",426.4
9/12/17,HMNCEME2JX,9/11/17,3,"Retro Suite, 2 sleeping areas- near Stanford",106.6
9/12/17,HMNCEME2JX,9/11/17,,"Retro Suite, 2 sleeping areas- near Stanford",
9/10/17,HM8XBS8HZ9,9/9/17,3,Huge Guesthouse near Stanford: 2 Bedr+office+patio,902.4
9/10/17,HM8XBS8HZ9,9/9/17,3,Huge Guesthouse near Stanford: 2 Bedr+office+patio,225.6
9/10/17,HM8XBS8HZ9,9/9/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
9/9/17,HMX85MJNYE,9/8/17,7,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",412.27
9/9/17,HMX85MJNYE,9/8/17,7,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",1234.73
9/9/17,HMX85MJNYE,9/8/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
9/5/17,HMMF5RQKCR,9/4/17,4,"Retro Suite, 2 sleeping areas- near Stanford",488
9/5/17,HMMF5RQKCR,9/4/17,4,"Retro Suite, 2 sleeping areas- near Stanford",122
9/5/17,HMMF5RQKCR,9/4/17,,"Retro Suite, 2 sleeping areas- near Stanford",
9/2/17,HMZBY8YFFX,9/1/17,6,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",415
9/2/17,HMZBY8YFFX,9/1/17,6,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",1245
9/2/17,HMZBY8YFFX,9/1/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
8/31/17,HMPSF8AD8N,8/30/17,3,"Retro Suite, 2 sleeping areas- near Stanford",465.6
8/31/17,HMPSF8AD8N,8/30/17,3,"Retro Suite, 2 sleeping areas- near Stanford",116.4
8/31/17,HMPSF8AD8N,8/30/17,,"Retro Suite, 2 sleeping areas- near Stanford",
8/31/17,HMCNR2AS52,8/20/17,34,"Spacious 3 Bedr Apt, ideal location",5930
8/29/17,HMKQP5S8BB,8/28/17,11,Huge Guesthouse near Stanford: 2 Bedr+office+patio,2754.4
8/29/17,HMKQP5S8BB,8/28/17,11,Huge Guesthouse near Stanford: 2 Bedr+office+patio,688.6
8/29/17,HMKQP5S8BB,8/28/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
8/23/17,HM25T5TJPW,8/22/17,8,"Retro Suite, 2 sleeping areas- near Stanford",1074.99
8/23/17,HM25T5TJPW,8/22/17,8,"Retro Suite, 2 sleeping areas- near Stanford",269.01
8/23/17,HM25T5TJPW,8/22/17,,"Retro Suite, 2 sleeping areas- near Stanford",
8/21/17,HMCNR2AS52,8/20/17,,"Spacious 3 Bedr Apt, ideal location",
8/16/17,HMKJJ3NQTN,8/8/17,,"Retro Suite, 2 sleeping areas- near Stanford",
8/9/17,HMKJJ3NQTN,8/8/17,9,"Retro Suite, 2 sleeping areas- near Stanford",1531.96
8/9/17,HMKJJ3NQTN,8/8/17,9,"Retro Suite, 2 sleeping areas- near Stanford",383.51
8/9/17,HMKJJ3NQTN,8/8/17,,"Retro Suite, 2 sleeping areas- near Stanford",
8/7/17,HM4K3QBXR5,8/6/17,25,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",5534
8/7/17,HM4K3QBXR5,8/6/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
8/4/17,HM8MPCJ98E,8/3/17,5,"Retro Suite, 2 sleeping areas- near Stanford",727.59
8/4/17,HM8MPCJ98E,8/3/17,5,"Retro Suite, 2 sleeping areas- near Stanford",182.41
8/4/17,HM8MPCJ98E,8/3/17,,"Retro Suite, 2 sleeping areas- near Stanford",
7/31/17,,,,,-147
7/31/17,HM438PXKN3,7/30/17,7,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",1647
7/31/17,HM438PXKN3,7/30/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
7/26/17,HM4MT884YB,7/25/17,25,Huge Guesthouse near Stanford: 2 Bedr+office+patio,6235.2
7/26/17,HM4MT884YB,7/25/17,25,Huge Guesthouse near Stanford: 2 Bedr+office+patio,1558.8
7/26/17,HM4MT884YB,7/25/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
7/24/17,HM999DSJTS,7/13/17,10,Spacious Family Home in Silicon Valley,-500
7/22/17,HM5FF9SDB5,7/21/17,11,"Retro Suite, 2 sleeping areas- near Stanford",1345.99
7/22/17,HM5FF9SDB5,7/21/17,11,"Retro Suite, 2 sleeping areas- near Stanford",337.01
7/22/17,HM5FF9SDB5,7/21/17,,"Retro Suite, 2 sleeping areas- near Stanford",
7/17/17,JNF8BR,7/16/17,14,"Spacious 3 Bedr Apt, ideal location",2512.23
7/17/17,JNF8BR,7/16/17,14,"Spacious 3 Bedr Apt, ideal location",627.8
7/17/17,HMCMYTFWP3,7/16/17,5,"Retro Suite, 2 sleeping areas- near Stanford",752.41
7/17/17,HMCMYTFWP3,7/16/17,5,"Retro Suite, 2 sleeping areas- near Stanford",187.59
7/17/17,HMCMYTFWP3,7/16/17,,"Retro Suite, 2 sleeping areas- near Stanford",
7/17/17,JNF8BR,7/16/17,14,"Spacious 3 Bedr Apt, ideal location",399.98
7/17/17,JNF8BR,7/16/17,14,"Spacious 3 Bedr Apt, ideal location",99.99
7/17/17,JNF8BR,7/16/17,,"Spacious 3 Bedr Apt, ideal location",
7/14/17,HM999DSJTS,7/13/17,10,Spacious Family Home in Silicon Valley,2050.62
7/14/17,HM999DSJTS,7/13/17,10,Spacious Family Home in Silicon Valley,578.38
7/14/17,HM999DSJTS,7/13/17,,Spacious Family Home in Silicon Valley,
7/12/17,HM4HQTTNNJ,7/11/17,5,"Spacious 3 Bedr Apt, ideal location",1306.19
7/12/17,HM4HQTTNNJ,7/11/17,5,"Spacious 3 Bedr Apt, ideal location",326.81
7/12/17,HM4HQTTNNJ,7/11/17,,"Spacious 3 Bedr Apt, ideal location",
7/11/17,HMBQAS94EX,7/10/17,4,Huge Guesthouse near Stanford: 2 Bedr+office+patio,1272.39
7/11/17,HMBQAS94EX,7/10/17,4,Huge Guesthouse near Stanford: 2 Bedr+office+patio,318.61
7/11/17,HMBQAS94EX,7/10/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
7/8/17,HMYFW2R4N8,7/7/17,20,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",4042
7/8/17,HMYFW2R4N8,7/7/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
7/7/17,HMKYPSZMDQ,7/6/17,1,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",20
7/2/17,HMJCH9ZEJT,7/1/17,9,Spacious Family Home in Silicon Valley,1697.69
7/2/17,HMJCH9ZEJT,7/1/17,9,Spacious Family Home in Silicon Valley,479.31
7/2/17,HMJCH9ZEJT,7/1/17,,Spacious Family Home in Silicon Valley,
7/2/17,HMJX8D443S,7/1/17,7,Huge Guesthouse near Stanford: 2 Bedr+office+patio,1907.61
7/2/17,HMJX8D443S,7/1/17,7,Huge Guesthouse near Stanford: 2 Bedr+office+patio,476.39
7/2/17,HMJX8D443S,7/1/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
7/1/17,HMWRY444JR,6/30/17,11,"Spacious 3 Bedr Apt, ideal location",2352.41
7/1/17,HMWRY444JR,6/30/17,11,"Spacious 3 Bedr Apt, ideal location",587.59
7/1/17,HMWRY444JR,6/30/17,,"Spacious 3 Bedr Apt, ideal location",
7/1/17,HM4N8YYDTW,6/20/17,8,Spacious Family Home in Silicon Valley,75
6/25/17,HMA53J2X34,6/24/17,7,Huge Guesthouse near Stanford: 2 Bedr+office+patio,2055.61
6/25/17,HMA53J2X34,6/24/17,7,Huge Guesthouse near Stanford: 2 Bedr+office+patio,513.39
6/25/17,HMA53J2X34,6/24/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
6/24/17,JQQCQY,6/16/17,5,"Spacious 3 Bedr Apt, ideal location",-50
6/22/17,HME44Y5ETT,6/21/17,9,"Spacious 3 Bedr Apt, ideal location",1079.79
6/22/17,HME44Y5ETT,6/21/17,9,"Spacious 3 Bedr Apt, ideal location",270.21
6/21/17,HMRZBYEARW,6/20/17,1,Huge Guesthouse near Stanford: 2 Bedr+office+patio,63.59
6/21/17,HMRZBYEARW,6/20/17,1,Huge Guesthouse near Stanford: 2 Bedr+office+patio,16.41
6/21/17,HMRZBYEARW,6/20/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
6/21/17,HM4N8YYDTW,6/20/17,8,Spacious Family Home in Silicon Valley,1321.95
6/21/17,HM4N8YYDTW,6/20/17,8,Spacious Family Home in Silicon Valley,373.28
6/21/17,HM4N8YYDTW,6/20/17,,Spacious Family Home in Silicon Valley,
6/21/17,HM4N8YYDTW,6/20/17,8,Spacious Family Home in Silicon Valley,174.27
6/21/17,HM4N8YYDTW,6/20/17,8,Spacious Family Home in Silicon Valley,49.5
6/20/17,HM8P8AB8PJ,6/19/17,26,"Retro Suite, 2 sleeping areas- near Stanford",2480.41
6/20/17,HM8P8AB8PJ,6/19/17,26,"Retro Suite, 2 sleeping areas- near Stanford",619.59
6/17/17,JQQCQY,6/16/17,5,"Spacious 3 Bedr Apt, ideal location",1564.21
6/17/17,JQQCQY,6/16/17,5,"Spacious 3 Bedr Apt, ideal location",390.79
6/17/17,JQQCQY,6/16/17,,"Spacious 3 Bedr Apt, ideal location",
6/15/17,HMYJ394ARD,6/14/17,5,Spacious Family Home in Silicon Valley,1060.99
6/15/17,HMYJ394ARD,6/14/17,5,Spacious Family Home in Silicon Valley,299.01
6/15/17,HMYJ394ARD,6/14/17,,Spacious Family Home in Silicon Valley,
6/12/17,HMSC9MYTHR,6/11/17,5,"Spacious 3 Bedr Apt, ideal location",1143.41
6/12/17,HMSC9MYTHR,6/11/17,5,"Spacious 3 Bedr Apt, ideal location",285.59
6/12/17,HMSC9MYTHR,6/11/17,,"Spacious 3 Bedr Apt, ideal location",
6/6/17,HM2HJRHB8N,6/5/17,4,"Cozy Room, Safe neighborhood",33
6/6/17,HM2HJRHB8N,6/5/17,4,"Cozy Room, Safe neighborhood",297
6/2/17,HMXQDCETAR,6/1/17,15,"Retro Suite, 2 sleeping areas- near Stanford",1502.79
6/2/17,HMXQDCETAR,6/1/17,15,"Retro Suite, 2 sleeping areas- near Stanford",376.21
5/27/17,HM2NQYAH4T,5/26/17,3,"Retro Suite, 2 sleeping areas- near Stanford",493.19
5/27/17,HM2NQYAH4T,5/26/17,3,"Retro Suite, 2 sleeping areas- near Stanford",123.81
5/27/17,HM2NQYAH4T,5/26/17,,"Retro Suite, 2 sleeping areas- near Stanford",
5/23/17,HMHX3RNPTJ,5/22/17,4,"Retro Suite, 2 sleeping areas- near Stanford",582.61
5/23/17,HMHX3RNPTJ,5/22/17,4,"Retro Suite, 2 sleeping areas- near Stanford",145.39
5/23/17,HMHX3RNPTJ,5/22/17,,"Retro Suite, 2 sleeping areas- near Stanford",
5/21/17,HMHCDTQFF9,5/20/17,28,Huge Guesthouse near Stanford: 2 Bedr+office+patio,7200
5/21/17,HMHCDTQFF9,5/20/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
5/20/17,HM88S4PDH5,5/19/17,21,"Spacious 3 Bedr Apt, ideal location",3680.39
5/20/17,HM88S4PDH5,5/19/17,21,"Spacious 3 Bedr Apt, ideal location",920.61
5/20/17,HM88S4PDH5,5/19/17,,"Spacious 3 Bedr Apt, ideal location",
5/18/17,HMXQYNFX3N,5/17/17,3,"Retro Suite, 2 sleeping areas- near Stanford",445.6
5/18/17,HMXQYNFX3N,5/17/17,3,"Retro Suite, 2 sleeping areas- near Stanford",111.4
5/18/17,HMXQYNFX3N,5/17/17,,"Retro Suite, 2 sleeping areas- near Stanford",
5/15/17,HMJRQ5QP2D,5/14/17,5,Huge Guesthouse near Stanford: 2 Bedr+office+patio,1765
5/15/17,HMJRQ5QP2D,5/14/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
5/15/17,HMKPQHYZWY,5/14/17,3,"Retro Suite, 2 sleeping areas- near Stanford",392
5/15/17,HMKPQHYZWY,5/14/17,3,"Retro Suite, 2 sleeping areas- near Stanford",98
5/15/17,HMKPQHYZWY,5/14/17,,"Retro Suite, 2 sleeping areas- near Stanford",
5/9/17,HM53WS4B5K,5/8/17,11,"Spacious 3 Bedr Apt, ideal location",1926.61
5/9/17,HM53WS4B5K,5/8/17,11,"Spacious 3 Bedr Apt, ideal location",481.39
5/9/17,HM53WS4B5K,5/8/17,,"Spacious 3 Bedr Apt, ideal location",
5/2/17,HM5CWSBQKB,5/1/17,3,"Cozy Room, Safe neighborhood",25.81
5/2/17,HM5CWSBQKB,5/1/17,3,"Cozy Room, Safe neighborhood",229.19
5/1/17,HMJ2DEPTST,4/30/17,13,"Retro Suite, 2 sleeping areas- near Stanford",1391.59
5/1/17,HMJ2DEPTST,4/30/17,13,"Retro Suite, 2 sleeping areas- near Stanford",348.41
5/1/17,HMJ2DEPTST,4/30/17,,"Retro Suite, 2 sleeping areas- near Stanford",
4/25/17,HM4APSJF9N,4/24/17,13,"Spacious 3 Bedr Apt, ideal location",2144
4/25/17,HM4APSJF9N,4/24/17,13,"Spacious 3 Bedr Apt, ideal location",536
4/25/17,HM4APSJF9N,4/24/17,,"Spacious 3 Bedr Apt, ideal location",
4/18/17,HMEWD5CRAA,4/17/17,10,"Retro Suite, 2 sleeping areas- near Stanford",1047.2
4/18/17,HMEWD5CRAA,4/17/17,10,"Retro Suite, 2 sleeping areas- near Stanford",261.8
4/18/17,HMEWD5CRAA,4/17/17,,"Retro Suite, 2 sleeping areas- near Stanford",
4/13/17,HM53SC95CY,4/12/17,1,Huge Guesthouse near Stanford: 2 Bedr+office+patio,50
4/13/17,HM53SC95CY,4/12/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
4/12/17,TFDARA,4/11/17,9,"Spacious 3 Bedr Apt, ideal location",1711.2
4/12/17,TFDARA,4/11/17,9,"Spacious 3 Bedr Apt, ideal location",427.8
4/12/17,TFDARA,4/11/17,,"Spacious 3 Bedr Apt, ideal location",
4/1/17,3ED5JY,3/31/17,14,"Retro Suite, 2 sleeping areas- near Stanford",1361.81
4/1/17,3ED5JY,3/31/17,14,"Retro Suite, 2 sleeping areas- near Stanford",340.19
4/1/17,3ED5JY,3/31/17,,"Retro Suite, 2 sleeping areas- near Stanford",
4/1/17,HMSQQ5TB3D,3/31/17,8,"Spacious 3 Bedr Apt, ideal location",1345.01
4/1/17,HMSQQ5TB3D,3/31/17,8,"Spacious 3 Bedr Apt, ideal location",335.99
4/1/17,HMSQQ5TB3D,3/31/17,,"Spacious 3 Bedr Apt, ideal location",
3/30/17,HMRT8449S2,3/29/17,5,"Spacious 3 Bedr Apt, ideal location",940
3/30/17,HMRT8449S2,3/29/17,5,"Spacious 3 Bedr Apt, ideal location",235
3/30/17,HMRT8449S2,3/29/17,5,"Spacious 3 Bedr Apt, ideal location",-881
3/18/17,C5HYXK,3/17/17,8,"Spacious 3 Bedr Apt, ideal location",1732
3/18/17,C5HYXK,3/17/17,8,"Spacious 3 Bedr Apt, ideal location",433
3/18/17,C5HYXK,3/17/17,,"Spacious 3 Bedr Apt, ideal location",
3/14/17,F3YFAD,3/13/17,15,"Retro Suite, 2 sleeping areas- near Stanford",1369.81
3/14/17,F3YFAD,3/13/17,15,"Retro Suite, 2 sleeping areas- near Stanford",342.19
3/13/17,M9BFKK,3/12/17,4,"Spacious 3 Bedr Apt, ideal location",893.19
3/13/17,M9BFKK,3/12/17,4,"Spacious 3 Bedr Apt, ideal location",223.81
3/13/17,M9BFKK,3/12/17,,"Spacious 3 Bedr Apt, ideal location",
3/11/17,4TJQ4J,3/10/17,3,"Retro Suite, 2 sleeping areas- near Stanford",424.8
3/11/17,4TJQ4J,3/10/17,3,"Retro Suite, 2 sleeping areas- near Stanford",106.2
3/11/17,4TJQ4J,3/10/17,,"Retro Suite, 2 sleeping areas- near Stanford",
3/8/17,CBY94J,3/7/17,2,"Cozy Room, Safe neighborhood",18.51
3/8/17,CBY94J,3/7/17,2,"Cozy Room, Safe neighborhood",161.49
3/1/17,4ZY35H,2/28/17,8,"Retro Suite, 2 sleeping areas- near Stanford",1037
3/1/17,4ZY35H,2/28/17,,"Retro Suite, 2 sleeping areas- near Stanford",
2/27/17,9TRZD9,2/26/17,5,"Spacious 3 Bedr Apt, ideal location",1370
2/27/17,9TRZD9,2/26/17,,"Spacious 3 Bedr Apt, ideal location",
2/22/17,Y8FMH9,2/21/17,2,"Cozy Room, Safe neighborhood",18.51
2/22/17,Y8FMH9,2/21/17,2,"Cozy Room, Safe neighborhood",161.49
2/7/17,4M8P8M,2/6/17,17,"Retro Suite, 2 sleeping areas- near Stanford",2046
2/7/17,4M8P8M,2/6/17,,"Retro Suite, 2 sleeping areas- near Stanford",
2/4/17,45QT3B,2/3/17,3,"Retro Suite, 2 sleeping areas- near Stanford",451
2/4/17,45QT3B,2/3/17,,"Retro Suite, 2 sleeping areas- near Stanford",
1/31/17,PMPDT4,1/30/17,4,"Spacious 3 Bedr Apt, ideal location",1041
1/23/17,HSSZ5N,1/22/17,4,"Cozy Room, Safe neighborhood",32
1/23/17,HSSZ5N,1/22/17,4,"Cozy Room, Safe neighborhood",288
1/23/17,A9CKPB,1/22/17,9,"Retro Suite, 2 sleeping areas- near Stanford",800.2
1/23/17,A9CKPB,1/22/17,9,"Retro Suite, 2 sleeping areas- near Stanford",191.8
1/4/17,PXY9F5,1/3/17,25,"Spacious 3 Bedr Apt, ideal location",4190
1/4/17,PXY9F5,1/3/17,25,"Spacious 3 Bedr Apt, ideal location",1048
1/3/17,S8NZHD,12/27/16,,"Retro Suite, 2 sleeping areas- near Stanford",
12/28/16,TZTFEM,12/25/16,,"Spacious 3 Bedr Apt, ideal location",-181
12/28/16,MNXZBC,12/27/16,63,"Retro Suite, 2 sleeping areas- near Stanford",2639
12/28/16,MNXZBC,12/27/16,63,"Retro Suite, 2 sleeping areas- near Stanford",660
12/28/16,S8NZHD,12/27/16,12,"Retro Suite, 2 sleeping areas- near Stanford",673.98
12/28/16,S8NZHD,12/27/16,12,"Retro Suite, 2 sleeping areas- near Stanford",169.01
12/28/16,S8NZHD,12/27/16,12,"Retro Suite, 2 sleeping areas- near Stanford",435.92
12/28/16,S8NZHD,12/27/16,12,"Retro Suite, 2 sleeping areas- near Stanford",109.24
12/26/16,TZTFEM,12/25/16,7,"Spacious 3 Bedr Apt, ideal location",1117
12/26/16,TZTFEM,12/25/16,7,"Spacious 3 Bedr Apt, ideal location",279
12/26/16,TZTFEM,12/25/16,,"Spacious 3 Bedr Apt, ideal location",-179
12/5/16,EY8BRQ,12/4/16,12,"Spacious 3 Bedr Apt, ideal location",1816
12/5/16,EY8BRQ,12/4/16,12,"Spacious 3 Bedr Apt, ideal location",454
12/5/16,AKEMFX,12/4/16,3,"Cozy Room, Safe neighborhood",25
12/5/16,AKEMFX,12/4/16,3,"Cozy Room, Safe neighborhood",222
12/2/16,MCW9BK,12/1/16,13,"Retro Suite, 2 sleeping areas- near Stanford",1190.01
12/2/16,MCW9BK,12/1/16,13,"Retro Suite, 2 sleeping areas- near Stanford",296.99
11/23/16,YB23QZ,11/22/16,5,"Retro Suite, 2 sleeping areas- near Stanford",291
11/23/16,YB23QZ,11/22/16,5,"Retro Suite, 2 sleeping areas- near Stanford",73
11/20/16,BTM8YT,11/19/16,11,"Spacious 3 Bedr Apt, ideal location",1854
11/20/16,BTM8YT,11/19/16,11,"Spacious 3 Bedr Apt, ideal location",464
11/12/16,QCJWND,11/11/16,7,"Retro Suite, 2 sleeping areas- near Stanford",620.42
11/12/16,QCJWND,11/11/16,7,"Retro Suite, 2 sleeping areas- near Stanford",154.59
11/12/16,QCJWND,11/11/16,7,"Retro Suite, 2 sleeping areas- near Stanford",53.59
11/12/16,QCJWND,11/11/16,7,"Retro Suite, 2 sleeping areas- near Stanford",13.4
11/7/16,2FZBQY,11/6/16,4,"Cozy Room, Safe neighborhood",33
11/7/16,2FZBQY,11/6/16,4,"Cozy Room, Safe neighborhood",297
11/6/16,DWDF2R,11/5/16,10,"Spacious 3 Bedr Apt, ideal location",1584.21
11/6/16,DWDF2R,11/5/16,10,"Spacious 3 Bedr Apt, ideal location",395.79
11/4/16,KTE34T,11/3/16,7,"Retro Suite, 2 sleeping areas- near Stanford",674.99
11/4/16,KTE34T,11/3/16,7,"Retro Suite, 2 sleeping areas- near Stanford",169.01
10/30/16,SP82CD,10/23/16,,"Spacious 3 Bedr Apt, ideal location",
10/24/16,8QCEC8,9/23/16,38,"Retro Suite, 2 sleeping areas- near Stanford",601.01
10/24/16,8QCEC8,9/23/16,38,"Retro Suite, 2 sleeping areas- near Stanford",150.51
10/24/16,SP82CD,10/23/16,7,"Spacious 3 Bedr Apt, ideal location",1255.58
10/24/16,SP82CD,10/23/16,7,"Spacious 3 Bedr Apt, ideal location",314.41
10/20/16,8QCEC8,9/23/16,38,"Retro Suite, 2 sleeping areas- near Stanford",610.28
10/20/16,8QCEC8,9/23/16,38,"Retro Suite, 2 sleeping areas- near Stanford",2443.2
10/17/16,TKWA85,10/16/16,5,"Spacious 3 Bedr Apt, ideal location",1008.41
10/17/16,TKWA85,10/16/16,5,"Spacious 3 Bedr Apt, ideal location",251.59
10/9/16,HPNKSA,10/5/16,,"Spacious 3 Bedr Apt, ideal location",
10/6/16,HPNKSA,10/5/16,7,"Spacious 3 Bedr Apt, ideal location",1255.72
10/6/16,HPNKSA,10/5/16,7,"Spacious 3 Bedr Apt, ideal location",314.44
9/27/16,DB4WRD,9/26/16,2,"Cozy Room, Safe neighborhood",150
9/24/16,R8CFW8,9/23/16,10,"Spacious 3 Bedr Apt, ideal location",1747.79
9/24/16,R8CFW8,9/23/16,10,"Spacious 3 Bedr Apt, ideal location",437.21
9/15/16,8JQT2N,9/14/16,5,"Retro Suite, 2 sleeping areas- near Stanford",679.79
9/15/16,8JQT2N,9/14/16,5,"Retro Suite, 2 sleeping areas- near Stanford",170.21
9/4/16,KYCMRE,9/3/16,6,"Retro Suite, 2 sleeping areas- near Stanford",679.79
9/4/16,KYCMRE,9/3/16,6,"Retro Suite, 2 sleeping areas- near Stanford",170.21
8/16/16,CKJRA4,8/15/16,6,"Retro Suite, 2 sleeping areas- near Stanford",800
8/16/16,CKJRA4,8/15/16,6,"Retro Suite, 2 sleeping areas- near Stanford",200
8/15/16,2BQT4M,8/14/16,7,"Spacious 3 Bedr Apt, ideal location",1255.59
8/15/16,2BQT4M,8/14/16,7,"Spacious 3 Bedr Apt, ideal location",314.41
8/6/16,H2MRTD,8/5/16,7,"Retro Suite, 2 sleeping areas- near Stanford",752.41
8/6/16,H2MRTD,8/5/16,7,"Retro Suite, 2 sleeping areas- near Stanford",187.59
8/6/16,Y2KMFE,7/1/16,,"Spacious 3 Bedr Apt, ideal location",
8/6/16,Y2KMFE,7/1/16,37,"Spacious 3 Bedr Apt, ideal location",4740.07
8/6/16,Y2KMFE,7/1/16,37,"Spacious 3 Bedr Apt, ideal location",1185.53
8/6/16,Y2KMFE,7/1/16,37,"Spacious 3 Bedr Apt, ideal location",917.5
8/6/16,Y2KMFE,7/1/16,37,"Spacious 3 Bedr Apt, ideal location",229.89
7/29/16,33N3NN,7/28/16,3,Spacious Family Home in Silicon Valley,662
7/29/16,33N3NN,7/28/16,3,Spacious Family Home in Silicon Valley,187
7/21/16,WJYQ9M,7/20/16,12,"Retro Suite, 2 sleeping areas- near Stanford",1304.21
7/21/16,WJYQ9M,7/20/16,12,"Retro Suite, 2 sleeping areas- near Stanford",325.79
7/10/16,E5HFZ2,7/9/16,18,Spacious Family Home in Silicon Valley,3082
7/10/16,E5HFZ2,7/9/16,18,Spacious Family Home in Silicon Valley,869
7/5/16,YCSDBR,7/4/16,15,"Retro Suite, 2 sleeping areas- near Stanford",1519.59
7/5/16,YCSDBR,7/4/16,15,"Retro Suite, 2 sleeping areas- near Stanford",380.41
6/18/16,EEPKCK,6/8/16,,"Spacious 3 Bedr Apt, ideal location",
6/18/16,4ETPJA,6/17/16,12,"Spacious 3 Bedr Apt, ideal location",2147.79
6/18/16,4ETPJA,6/17/16,12,"Spacious 3 Bedr Apt, ideal location",537.21
6/16/16,DFPND4,4/3/16,,"Retro Suite, 2 sleeping areas- near Stanford",
6/9/16,EEPKCK,6/8/16,8,"Spacious 3 Bedr Apt, ideal location",347.41
6/9/16,EEPKCK,6/8/16,8,"Spacious 3 Bedr Apt, ideal location",1387.59
6/4/16,DFPND4,4/3/16,88,"Retro Suite, 2 sleeping areas- near Stanford",2187.76
6/4/16,DFPND4,4/3/16,88,"Retro Suite, 2 sleeping areas- near Stanford",546.42
