Date,Confirmation Code,Start Date,Nights,Listing,Gross Earnings
11/14/17,HMFQEEAJNC,11/13/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
11/14/17,HMNNSZ4BNJ,11/13/17,3,"Cozy Room, Safe neighborhood",25.51
11/14/17,HMNNSZ4BNJ,11/13/17,3,"Cozy Room, Safe neighborhood",229.49
11/6/17,HMWP3JJQPJ,11/5/17,10,Huge Guesthouse near Stanford: 2 Bedr+office+patio,2335.44
11/6/17,HMWP3JJQPJ,11/5/17,10,Huge Guesthouse near Stanford: 2 Bedr+office+patio,583.86
11/6/17,HMWP3JJQPJ,11/5/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
11/5/17,HMTPPXSX2T,11/4/17,8,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",449
11/5/17,HMTPPXSX2T,11/4/17,8,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",1347
11/5/17,HMTPPXSX2T,11/4/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
10/24/17,HMRM29RPZ4,10/23/17,4,"Cozy Room, Safe neighborhood",33
10/24/17,HMRM29RPZ4,10/23/17,4,"Cozy Room, Safe neighborhood",297
10/23/17,HMFE2XRDN8,10/22/17,7,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",471.31
10/23/17,HMFE2XRDN8,10/22/17,7,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",1413.94
10/23/17,HMFE2XRDN8,10/22/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
10/20/17,HMKX258W3P,10/19/17,29,"Retro Suite, 2 sleeping areas- near Stanford",2466.72
10/20/17,HMKX258W3P,10/19/17,29,"Retro Suite, 2 sleeping areas- near Stanford",616.68
10/20/17,HMKX258W3P,10/19/17,,"Retro Suite, 2 sleeping areas- near Stanford",
10/18/17,HMR4C498XJ,10/17/17,16,Huge Guesthouse near Stanford: 2 Bedr+office+patio,3820.56
10/18/17,HMR4C498XJ,10/17/17,16,Huge Guesthouse near Stanford: 2 Bedr+office+patio,955.14
10/18/17,HMR4C498XJ,10/17/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
10/13/17,HM3NR53XPZ,10/10/17,,"Fabulous 2 Bedr home + yard+ BBQ, family friendly",
10/12/17,HM5EWBWSWP,10/11/17,4,Huge Guesthouse near Stanford: 2 Bedr+office+patio,1248.8
10/12/17,HM5EWBWSWP,10/11/17,4,Huge Guesthouse near Stanford: 2 Bedr+office+patio,312.2
10/12/17,HM5EWBWSWP,10/11/17,,Huge Guesthouse near Stanford: 2 Bedr+office+patio,
